"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2022-10-31T23:00:00.000Z","143.99","179.98","141.54","178.88","25.52","24.56","162,162,800"
"2022-11-30T23:00:00.000Z","178.88","196.40","172.85","190.49","6.49","5.53","141,664,400"
"2023-01-02T23:00:00.000Z","192.95","216.64","192.40","213.00","11.82","10.86","148,282,600"
"2023-01-31T23:00:00.000Z","212.11","221.33","197.36","201.55","-5.38","-6.34","104,439,200"
"2023-02-28T23:00:00.000Z","201.47","216.12","192.41","212.43","5.40","4.44","138,812,800"
"2023-04-02T22:00:00.000Z","212.80","218.57","198.15","206.78","-2.66","-3.62","110,185,200"
"2023-04-30T22:00:00.000Z","206.25","208.58","193.27","205.70","-0.52","-1.48","96,894,500"
"2023-05-31T22:00:00.000Z","206.46","223.91","200.61","211.16","2.65","1.69","130,146,100"
"2023-07-02T22:00:00.000Z","210.50","240.13","207.89","238.85","13.11","12.15","125,758,200"
"2023-07-31T22:00:00.000Z","237.55","243.10","212.88","224.03","-6.20","-7.16","103,484,600"
"2023-08-31T22:00:00.000Z","226.00","226.23","190.03","191.68","-14.44","-15.40","87,425,700"
"2023-10-01T22:00:00.000Z","191.47","199.62","176.25","186.82","-2.54","-3.50","132,929,900"
"2023-10-31T23:00:00.000Z","189.69","233.00","187.50","231.63","23.99","23.03","119,254,800"
"2023-11-30T23:00:00.000Z","231.77","267.54","230.00","260.66","12.53","11.57","120,189,000"
"2024-01-01T23:00:00.000Z","257.28","258.59","198.32","211.04","-19.04","-20.00","319,496,500"
"2024-01-31T23:00:00.000Z","213.84","214.63","197.15","203.72","-3.47","-4.43","129,644,100"
"2024-02-29T23:00:00.000Z","204.00","205.06","177.52","192.99","-5.27","-6.23","186,276,100"
"2024-03-31T22:00:00.000Z","192.24","192.87","167.53","170.23","-11.79","-12.75","96,331,020"
